category,view,like,dislike,month,year,,,
Game,439651,9807,71,11,2011,,,
Komedi,6678786,179962,5009,8,2012,,,
Game,5921762,89293,1888,12,2012,,,
Game,2650167,65035,1701,5,2014,,,
Game,2270327,60417,741,12,2012,,,
Game,2097160,109910,1108,9,2015,,,
Game,740168,12021,162,8,2011,,,
Game,8662388,172343,1052,10,2011,,,
Game,8253299,376441,4857,9,2016,,,
Game,7040352,154337,1731,9,2013,,,
Game,5412766,126949,1695,11,2013,,,
Game,1965163,71594,3552,4,2013,,,
Game,8826557,167581,3335,2,2015,,,
Game,2715589,101737,1473,2,2015,,,
Game,915034,21815,156,6,2012,,,
Nonprofit &amp; Aktivisme,2763282,168937,2363,5,2017,,,
Game,1438285,52559,795,4,2016,,,
Game,6872812,260839,5025,4,2016,,,
Game,2642781,57065,883,1,2013,,,
Game,3638878,207572,2139,11,2015,,,
Game,2973451,59039,780,1,2013,,,
Komedi,3300366,110422,1966,10,2017,,,
Game,2278275,33057,506,3,2012,,,
Game,9485520,300838,3155,1,2015,,,
Game,5662866,257819,3124,10,2015,,,
Game,1570497,41669,424,10,2012,,,
Game,5527712,108718,2223,1,2013,,,
Game,3111832,148966,1623,11,2015,,,
Game,4465979,140026,2436,9,2014,,,
Game,3449771,126246,1400,6,2015,,,
Game,2543507,234133,3831,12,2016,,,
Game,1310325,18300,183,12,2010,,,
Komedi,3812780,215250,3117,10,2017,,,
Game,5257902,306621,2544,6,2016,,,
Game,748893,16185,181,12,2011,,,
Game,3120831,95542,1881,7,2014,,,
Game,18013734,302915,9168,7,2013,,,
Game,779580,16453,146,4,2012,,,
Game,4481284,63004,2134,5,2012,,,
Game,4999335,189785,1635,11,2013,,,
Game,1592251,54854,524,5,2013,,,
Game,3435424,105934,1503,7,2014,,,
Game,4688015,179348,17000,2,2016,,,
Game,3053818,60635,806,1,2013,,,
Komedi,3535741,175246,4390,7,2017,,,
Game,1768670,32221,451,7,2012,,,
Game,9807384,385813,5698,7,2016,,,
Game,2984042,154654,1910,12,2016,,,
Game,2345971,74489,1383,6,2016,,,
Game,5756709,240449,9225,6,2014,,,
Komedi,2999316,102036,1988,10,2017,,,
Game,9183519,455763,4830,5,2016,,,
Game,788972,19894,285,9,2012,,,
Game,6734806,247406,3430,10,2014,,,
Game,2474423,167456,1920,9,2013,,,
Game,1610122,42950,416,10,2012,,,
Blog &amp; Orang,1893251,87153,1641,5,2013,,,
Game,2321045,106935,2016,5,2016,,,
Game,9215865,308814,4669,9,2014,,,
Game,255690,7869,42,2,2012,,,
Game,5099377,185323,3914,9,2015,,,
Game,6461066,164266,4353,7,2015,,,
Blog &amp; Orang,1672005,102704,1844,3,2013,,,
Game,10917862,536158,3447,6,2014,,,
Game,29181893,808587,9146,3,2014,,,
Game,3205143,77497,925,4,2013,,,
Game,5807081,135255,3082,1,2014,,,
Game,10424189,319174,8480,11,2014,,,
Game,2297067,43460,482,8,2012,,,
Game,3240264,126083,2152,5,2015,,,
Game,4134487,204168,1928,1,2016,,,
Game,4122824,135143,2266,11,2014,,,
Game,4792610,139955,1103,5,2014,,,
Komedi,3494027,229753,1952,10,2015,,,
Game,5750206,155035,2014,8,2014,,,
Blog &amp; Orang,480288,19795,333,3,2016,,,
Game,1585983,61308,2121,12,2017,,,
Game,1539302,28659,273,4,2012,,,
Game,4670002,225744,2706,2,2015,,,
Game,5911180,170122,1929,9,2014,,,
Game,2532083,42095,942,11,2012,,,
Game,3432588,127297,942,5,2014,,,
Game,6788048,431367,17775,5,2016,,,
Game,820790,21801,194,7,2012,,,
Game,11150671,260103,5429,8,2014,,,
Hiburan,33125943,1008785,31572,1,2013,,,
Game,4957214,223993,3904,4,2016,,,
Game,1672255,37446,276,8,2012,,,
Game,6838897,123147,2086,11,2013,,,
Blog &amp; Orang,3617770,256530,2178,8,2015,,,
Game,7795064,196577,6628,3,2015,,,
Game,11837189,198702,4286,2,2014,,,
Game,7103354,330444,3808,5,2015,,,
Game,7015837,217683,4038,4,2014,,,
Game,4471394,215067,2884,6,2015,,,
Game,3959359,196082,1994,9,2015,,,
Game,5298174,118244,2629,9,2014,,,
Game,3594734,151063,1013,4,2015,,,
Game,6120748,87941,1427,4,2012,,,
Game,7239851,196682,2548,3,2015,,,
Game,10000663,135814,2264,4,2013,,,
Komedi,4182770,154024,5644,7,2017,,,
Game,385097,9093,62,2,2012,,,
Game,10833522,351245,3971,3,2015,,,
Game,2023461,47663,547,8,2012,,,
Game,7659137,105952,2008,7,2012,,,
Game,14060411,212063,4767,10,2013,,,
Game,1421709,22798,189,11,2011,,,
Game,6418046,127593,1984,6,2013,,,
Game,3860351,151853,6135,10,2014,,,
Game,2847743,104078,2470,7,2015,,,
Game,1758864,35809,478,8,2012,,,
Game,6954872,150087,1688,9,2013,,,
Game,5593794,184238,2360,2,2014,,,
Game,4907606,243941,5036,11,2017,,,
Game,4099161,221198,1691,7,2015,,,
Game,14963850,125489,5416,11,2012,,,
Game,661053,15753,119,2,2012,,,
Game,4899867,87364,1661,3,2013,,,
Game,6263507,195373,3335,4,2015,,,
Game,2490137,41703,537,2,2012,,,
Game,5130334,121796,2107,10,2013,,,
Game,2518098,36384,304,11,2011,,,
Game,995651,30432,286,12,2012,,,
Game,5671503,100892,2334,10,2013,,,
Game,4593727,98976,646,10,2011,,,
Game,5645477,139049,1703,9,2013,,,
Game,2410879,78147,835,10,2013,,,
Game,3186216,35856,895,10,2012,,,
Game,3304250,107026,1276,7,2013,,,
Komedi,2378130,175481,1909,10,2017,,,
Game,9323268,199058,2922,12,2013,,,
Game,236229,5532,64,11,2011,,,
Game,3259871,146085,1897,11,2015,,,
Game,2807568,52666,740,9,2012,,,
Game,94016,2207,60,9,2011,,,
Game,4761383,197436,4858,6,2016,,,
Game,10391069,140821,3718,9,2011,,,
Game,2866197,101336,2039,8,2013,,,
Game,9130652,237516,3740,10,2014,,,
Game,3470852,46820,641,5,2012,,,
Game,5039293,229400,4185,6,2013,,,
Game,3218924,147927,1925,8,2013,,,
Game,1394801,20615,386,3,2012,,,
Hiburan,12810250,436998,4032,11,2013,,,
Game,2005492,36154,381,7,2012,,,
Game,3572826,140501,1307,7,2014,,,
Game,1170338,53848,740,5,2013,,,
Game,2281040,85224,850,9,2013,,,
Game,4513627,178374,2828,12,2016,,,
Hiburan,4938050,194417,2141,5,2013,,,
Game,5230297,131295,3392,12,2015,,,
Game,8409500,107544,2241,8,2012,,,
Game,1397212,45531,485,3,2013,,,
Game,5145688,175916,2955,1,2015,,,
Game,3083279,77038,1785,5,2013,,,
Game,4380117,211036,2247,5,2016,,,
Game,20116557,410532,9778,2,2014,,,
Game,849786,18455,183,7,2012,,,
Game,2937893,116928,2248,8,2015,,,
Game,3379474,82573,2176,4,2015,,,
Game,267771,8266,51,12,2011,,,
Komedi,5245466,281256,8042,12,2017,,,
Game,5794695,209896,5613,6,2016,,,
Game,433156,12577,78,6,2012,,,
Game,5698621,75022,1301,12,2012,,,
Game,26942604,1165769,37391,5,2016,,,
Game,68025726,1184354,20331,4,2014,,,
Komedi,5046161,322466,8398,9,2017,,,
Game,5158263,147388,1409,12,2014,,,
Game,4901833,251748,1670,11,2015,,,
Nonprofit &amp; Aktivisme,4016899,431927,4881,5,2017,,,
Game,10460659,307266,2939,1,2014,,,
Game,3555552,97813,1226,4,2014,,,
Blog &amp; Orang,4465956,330715,5423,7,2017,,,
Game,2332106,100523,7546,1,2016,,,
Game,3913333,163004,4446,11,2014,,,
Game,4798190,155561,4149,9,2015,,,
Game,5524468,235548,2541,9,2015,,,
Game,6052688,173271,2306,7,2013,,,
Game,4674435,63010,1090,6,2012,,,
Game,9221697,279988,3161,3,2014,,,
Hiburan,895413,31408,256,6,2012,,,
Game,2483649,202361,3468,11,2017,,,
Blog &amp; Orang,2899684,140259,3387,11,2016,,,
Game,1921256,20191,345,3,2012,,,
Game,302367,8840,44,1,2012,,,
Game,4850198,148769,4712,7,2015,,,
Game,13755635,338440,5608,3,2014,,,
Game,51130334,0,0,3,2016,,,
Game,1185785,28695,304,7,2012,,,
Game,9656379,254638,2661,2,2015,,,
Game,5147905,151536,1947,1,2015,,,
Game,4729713,126252,1753,11,2014,,,
Komedi,5045461,237376,6431,3,2017,,,
Game,4544266,116363,1544,2,2014,,,
Komedi,2910570,246709,3018,5,2017,,,
Game,2936704,86077,2125,3,2015,,,
Game,3081366,72512,869,3,2013,,,
Game,5853257,347220,7000,7,2016,,,
Komedi,3132057,140691,6294,8,2017,,,
Game,2968718,122418,2281,7,2015,,,
Game,0,0,0,2,2016,,,
Game,3876607,167980,1424,10,2015,,,
Game,3339671,91079,1233,10,2013,,,
Game,2379604,77493,2545,12,2015,,,
Game,161416,4906,30,9,2011,,,
Game,24245317,484439,6945,12,2013,,,
Game,6180516,226718,14566,6,2016,,,
Game,965927,25218,194,3,2012,,,
Game,6761822,428768,6063,10,2016,,,
Komedi,4443155,239377,4596,3,2017,,,
Game,14189108,268018,8354,12,2014,,,
Game,14569818,172885,4388,6,2012,,,
Game,1801777,59406,880,3,2013,,,
Game,7059022,306272,3840,1,2017,,,
Komedi,19751602,976075,31678,12,2017,,,
Game,3694630,160914,1783,6,2016,,,
Komedi,4284033,175950,4626,11,2017,,,
Game,8680305,240962,8339,6,2015,,,
Game,4756167,137810,1197,5,2014,,,
Game,9115111,302157,4214,5,2013,,,
Blog &amp; Orang,7166543,296912,14807,2,2015,,,
Game,6837412,188468,2724,12,2014,,,
Game,4655245,173002,1962,2,2015,,,
Game,5861848,89778,1520,7,2012,,,
Komedi,5967731,323641,6369,8,2017,,,
Game,6148838,184887,2412,7,2015,,,
Game,6590541,205771,5573,8,2015,,,
Game,5253133,126554,3628,7,2015,,,
Game,2294598,40261,668,2,2013,,,
Game,11421496,378259,6840,2,2015,,,
Blog &amp; Orang,2745317,132443,2858,11,2016,,,
Game,18555300,359850,9453,6,2013,,,
Game,560686,10881,82,4,2011,,,
Game,3698026,61273,774,7,2012,,,
Komedi,7255724,493838,7900,12,2017,,,
Game,327999,9445,66,12,2011,,,
Game,4666277,165548,1722,11,2014,,,
Hiburan,10964518,394927,2900,8,2014,,,
Game,4230229,138510,1333,11,2014,,,
Game,8555587,214474,1892,9,2013,,,
Game,1960896,45357,691,2,2012,,,
Game,6847793,223698,2126,8,2015,,,
Game,4137587,57667,1029,4,2012,,,
Game,2618655,92042,3476,2,2016,,,
Game,12498750,285180,6941,9,2014,,,
Game,1947078,62360,604,4,2013,,,
Komedi,3515699,179447,1108,11,2012,,,
Game,5141373,194531,3075,1,2016,,,
Hiburan,23142154,402922,8030,1,2012,,,
Komedi,3051020,172552,2198,3,2017,,,
Komedi,5121097,212616,5335,3,2017,,,
Film &amp; Animasi,15536493,490455,3827,8,2013,,,
Game,6287345,334180,5090,8,2016,,,
Game,273858,5742,63,9,2011,,,
Komedi,4002383,308520,4506,8,2017,,,
Game,3790670,101474,2152,10,2014,,,
Blog &amp; Orang,4906923,451540,4346,1,2018,,,
Hiburan,11510735,245514,4278,11,2012,,,
Komedi,5180104,228521,3437,2,2017,,,
Game,9030639,494866,10316,4,2016,,,
Game,4723927,149480,2020,5,2014,,,
Game,3758679,264741,4014,7,2017,,,
Komedi,3404497,190567,4742,3,2017,,,
Game,14579422,195872,4098,3,2013,,,
Game,6111659,233551,3313,11,2014,,,
Game,659494,6741,142,12,2010,,,
Game,2646266,64350,1498,2,2012,,,
Game,700691,17023,127,2,2012,,,
Game,1916846,45624,524,1,2013,,,
Game,4670738,161650,1790,12,2013,,,
Game,1190890,25992,420,9,2012,,,
Acara,5391848,84217,1263,9,2012,,,
Blog &amp; Orang,3841047,149061,1772,2,2016,,,
Game,2681258,86747,980,9,2014,,,
Game,2468276,179728,1849,10,2015,,,
Game,6389804,227463,13141,5,2016,,,
Game,19817818,585329,7927,8,2013,,,
Game,5906151,204586,1582,8,2014,,,
Game,3543825,38948,857,4,2012,,,
Game,3339132,144050,3147,4,2017,,,
Game,6789546,349914,8764,5,2016,,,
Game,6163604,272214,2576,1,2015,,,
Komedi,3751696,245339,3986,4,2017,,,
Game,5463751,214198,1881,9,2014,,,
Game,3187935,138449,5774,6,2015,,,
Blog &amp; Orang,6322791,256396,16974,11,2016,,,
Game,4508096,146368,1530,7,2014,,,
Blog &amp; Orang,14425154,425751,5601,7,2014,,,
Acara,5378027,76343,1360,9,2012,,,
Game,2899424,55423,1009,1,2013,,,
Game,164136,5100,33,9,2011,,,
Game,3982399,155153,2332,7,2015,,,
Game,7114313,329048,3748,9,2016,,,
Game,5599077,78572,1434,2,2012,,,
Blog &amp; Orang,412661,16699,335,3,2016,,,
Game,7195597,318715,2122,5,2014,,,
Game,10492886,223715,3246,1,2015,,,
Game,5962766,143110,2166,6,2013,,,
Musik,2124882,148791,2659,7,2015,,,
Game,4760325,162613,13082,9,2014,,,
Game,2657101,106276,2357,12,2017,,,
Komedi,3974753,225745,3253,8,2017,,,
Game,4703833,86520,3061,11,2012,,,
Game,5138367,449314,4243,10,2017,,,
Game,2275000,40051,514,6,2012,,,
Game,3986082,111449,3553,4,2015,,,
Game,3373242,60587,1038,11,2012,,,
Game,952035,28542,270,8,2012,,,
Game,3680488,125100,2298,10,2014,,,
Game,3155637,94213,1014,4,2014,,,
Game,5193909,540444,11258,9,2016,,,
Game,785011,21685,406,9,2012,,,
Game,5701290,109078,2239,5,2013,,,
Game,4107794,66743,1426,7,2012,,,
Komedi,4048900,215544,1958,10,2017,,,
Game,2793157,65889,1188,5,2013,,,
Game,3177607,173850,1621,7,2015,,,
Komedi,2429941,75991,1846,10,2017,,,
Game,936472,16768,203,9,2011,,,
Game,753503,11435,124,3,2012,,,
Game,262559,4643,64,3,2011,,,
Game,2919888,60394,2521,10,2014,,,
Blog &amp; Orang,1204138,92835,1223,1,2013,,,
Game,5680353,222756,4080,7,2015,,,
Game,576787,15947,115,12,2011,,,
Komedi,3873031,263518,1918,7,2015,,,
Game,3721346,184273,3318,8,2015,,,
Game,8511905,257053,11003,8,2014,,,
Game,8411499,370159,3046,3,2015,,,
Game,21329454,4026043,95821,12,2016,,,
Game,1288477,67470,813,7,2013,,,
Game,6722905,91157,1684,11,2012,,,
Game,995142,32042,341,10,2012,,,
Game,3165612,123477,2011,9,2015,,,
Game,11006965,325700,6530,4,2015,,,
Game,2662986,63372,3080,12,2014,,,
Game,5416309,114287,1857,10,2013,,,
Game,1965287,29579,437,6,2012,,,
Game,547840,13415,118,6,2012,,,
Hiburan,5880487,329027,13381,1,2017,,,
Game,5712303,358259,3962,9,2016,,,
Game,7285581,362967,4217,7,2016,,,
Game,5707543,168395,1571,8,2014,,,
Game,3703170,203858,1497,6,2016,,,
Game,1319378,32962,470,10,2012,,,
Game,3109049,50827,1920,1,2013,,,
Game,526526,10795,63,11,2011,,,
Game,5938047,209058,1766,11,2014,,,
Game,2786659,59433,804,9,2012,,,
Game,5669257,169175,2787,11,2014,,,
Game,5676980,250667,1551,5,2015,,,
Game,3761927,53219,793,5,2012,,,
Game,2917701,42556,740,5,2012,,,
Hiburan,10758358,30317,3923,2,2016,,,
Game,3219757,122978,2556,12,2015,,,
Game,569063,11448,79,2,2012,,,
Komedi,3797815,188317,3386,8,2017,,,
Blog &amp; Orang,10679633,470177,5260,8,2015,,,
Game,4605999,105701,1724,10,2013,,,
Game,8259243,189455,3433,5,2014,,,
Komedi,5320491,303819,4792,2,2017,,,
Game,5370466,244011,5359,8,2016,,,
Game,728380,21808,240,12,2012,,,
Game,4864590,152237,2219,12,2014,,,
Game,2092509,44519,3413,-,0,,,
Game,5115836,155557,1488,3,2014,,,
Game,48822937,831116,13019,10,2012,,,
Musik,57532589,1326360,16136,9,2013,,,
Game,5427699,195922,1866,6,2013,,,
Game,4239782,162251,2127,6,2015,,,
Blog &amp; Orang,7162528,311728,4704,3,2016,,,
Game,1499531,50869,873,3,2016,,,
Komedi,8279557,417681,6590,5,2017,,,
Game,4932103,178082,1310,8,2014,,,
Game,1814490,40991,410,3,2013,,,
Game,5840830,182733,1537,7,2014,,,
Game,3962579,68100,1063,12,2012,,,
Game,3470263,121532,1290,6,2014,,,
Game,744222,17427,155,3,2012,,,
Game,8188143,332649,6443,7,2016,,,
Game,5354369,202554,2621,8,2014,,,
Game,3549870,174003,2314,7,2014,,,
Game,2245918,119875,1017,8,2015,,,
Game,5606065,127654,3024,12,2014,,,
Game,2601445,79910,1613,6,2015,,,
Game,4441322,189213,1170,1,2017,,,
Game,4557056,199912,4123,1,2015,,,
Game,9042738,225058,4283,12,2014,,,
Game,4450785,193745,3146,7,2013,,,
Komedi,11998283,534657,11725,6,2017,,,
Game,3717625,172920,1558,2,2015,,,
Hiburan,12189208,322060,4267,4,2013,,,
Game,7006517,237882,3530,4,2015,,,
Game,5790316,143075,1606,11,2013,,,
Game,15449546,277763,7809,1,2015,,,
Game,7076922,151092,2207,7,2013,,,
Game,879807,13136,143,5,2012,,,
Game,3996076,129971,3342,11,2014,,,
Game,4444106,146263,1861,7,2015,,,
Komedi,3498640,93827,2237,10,2017,,,
Komedi,5378589,435793,6318,1,2018,,,
Komedi,5662733,397287,9975,2,2017,,,
Game,1152113,18567,200,12,2011,,,
Game,4957984,176329,2213,7,2015,,,
Game,4129556,57030,1112,3,2012,,,
Game,664193,11251,87,12,2011,,,
Game,211463,7086,50,2,2012,,,
Game,9620235,369946,13671,9,2016,,,
Game,5665910,98085,1409,8,2012,,,
Komedi,2602310,189477,4431,12,2017,,,
Game,6830384,218257,2356,10,2013,,,
Game,4211631,76234,821,9,2012,,,
Acara,5297260,79378,1240,9,2012,,,
Game,438671,7483,37,1,2011,,,
Game,2497028,93732,1681,6,2016,,,
Game,1871980,43726,483,10,2012,,,
Game,613930,14536,106,5,2012,,,
Game,1484964,23505,204,11,2011,,,
Game,4682392,180921,2623,2,2016,,,
Game,760583,17292,128,3,2012,,,
Game,5503573,174260,1970,12,2013,,,
Game,1031465,27714,203,4,2012,,,
Game,1754321,52608,439,2,2016,,,
Game,3037042,137540,2098,6,2015,,,
Game,6166709,156334,2689,7,2014,,,
Game,1302825,24376,244,2,2012,,,
Game,3867543,118072,1144,4,2014,,,
Game,346021,5833,46,1,2011,,,
Nonprofit &amp; Aktivisme,3185938,128359,1748,10,2015,,,
Game,3886479,136707,1020,4,2014,,,
Game,1975885,26970,848,9,2011,,,
Game,2781869,82534,1305,9,2013,,,
Game,4395481,253067,7397,9,2014,,,
Game,4586838,139175,1998,9,2014,,,
Game,5645714,121567,1807,11,2013,,,
Game,6541436,210384,3576,9,2015,,,
Game,217954,6906,87,11,2011,,,
Game,4362422,144316,3818,9,2014,,,
Game,3414239,139469,2861,9,2015,,,
Game,5378983,247158,4608,8,2016,,,
Komedi,3483561,252919,3959,11,2017,,,
Game,2148875,31815,368,11,2011,,,
Komedi,5839680,241206,6527,10,2017,,,
Game,6885650,143992,2632,3,2014,,,
Game,6253838,361586,8556,6,2016,,,
Hiburan,2421121,42814,346,10,2011,,,
Game,8013171,221974,5592,6,2015,,,
Game,4984844,175276,3482,9,2016,,,
Game,6874924,267219,3263,8,2014,,,
Komedi,3929819,183501,2678,5,2017,,,
Game,11605945,385138,6585,12,2014,,,
Game,149833,3017,56,10,2011,,,
Game,4829090,74117,1386,9,2012,,,
Game,8761594,557450,6415,9,2014,,,
Game,3960559,137401,1440,10,2014,,,
Game,3147722,110061,1672,6,2013,,,
Hiburan,3523477,82537,912,4,2012,,,
Game,1710642,36143,434,11,2012,,,
Game,5289590,245791,2161,5,2014,,,
Game,1703822,56068,711,5,2013,,,
Game,2843912,45320,1142,7,2012,,,
Game,5664314,152939,2416,5,2015,,,
Game,3431813,167080,979,3,2014,,,
Komedi,4571723,254645,4376,4,2017,,,
Game,679291,19013,205,1,2012,,,
Game,1008960,30022,248,8,2012,,,
Komedi,7107415,325008,7650,7,2017,,,
Komedi,6573986,329460,10195,1,2018,,,
Game,9464827,391508,3618,1,2015,,,
Komedi,4384096,319547,4185,4,2017,,,
Game,8335505,179413,3177,1,2015,,,
Hiburan,3436666,63890,421,10,2011,,,
Game,2765897,79011,773,10,2013,,,
Game,8433199,228449,3131,6,2014,,,
Game,3878590,117408,1305,10,2013,,,
Game,2270905,114820,1813,7,2015,,,
Game,532148,13138,169,7,2012,,,
Blog &amp; Orang,2873710,62214,837,4,2012,,,
Game,1520229,50454,526,5,2013,,,
Komedi,3220910,170065,2076,1,2018,,,
Game,7157404,314267,3941,9,2014,,,
Game,5188031,57153,953,2,2012,,,
Game,2505082,56105,1105,4,2012,,,
Game,7279517,148311,1813,3,2014,,,
Game,816487,15248,157,3,2012,,,
Game,13542203,375988,2447,1,2014,,,
Game,8877723,223469,2259,3,2014,,,
Game,2164624,49210,557,7,2012,,,
Game,1505192,32714,420,8,2012,,,
Hiburan,15730632,495929,5759,4,2013,,,
Blog &amp; Orang,3563659,135488,4752,3,2016,,,
Komedi,4697261,185940,4242,3,2017,,,
Game,7407064,153631,2466,11,2013,,,
Game,8197044,253444,5803,3,2015,,,
Komedi,4838799,132567,1760,11,2012,,,
Game,622680,13752,112,4,2012,,,
Game,3748572,197765,1531,4,2016,,,
Game,6462768,234084,4063,9,2015,,,
Game,8340468,298646,2977,7,2014,,,
Game,12909124,359834,6880,3,2015,,,
Game,1305632,24911,279,6,2012,,,
Blog &amp; Orang,3637526,157543,1795,3,2016,,,
Komedi,2794007,222741,2683,5,2017,,,
Game,11163046,524213,11200,2,2017,,,
Game,4567875,172067,23417,11,2015,,,
Game,3099895,66503,772,5,2012,,,
Game,13909542,186767,6968,9,2012,,,
Komedi,4701007,190537,5169,3,2017,,,
Game,755965,16594,104,3,2012,,,
Game,3358787,114018,2573,5,2015,,,
Game,695496,18818,247,9,2012,,,
Game,8698825,282242,3123,3,2015,,,
Game,14791010,137814,5496,10,2012,,,
Game,1415550,32288,521,11,2014,,,
Game,1999360,99030,814,4,2013,,,
Game,3431004,81232,1051,7,2012,,,
Game,5669326,172098,1698,10,2014,,,
Game,1238375,19234,291,2,2012,,,
Game,1190835,17608,266,6,2012,,,
Game,7481027,250611,2510,5,2015,,,
Hiburan,3064287,43592,1310,4,2012,,,
Komedi,13436352,534043,15202,6,2017,,,
Game,5067096,131657,1695,3,2014,,,
Game,4729204,65487,867,11,2011,,,
Game,5286196,183222,3580,8,2012,,,
Game,559286,14849,261,7,2012,,,
Komedi,5040374,279452,4181,11,2017,,,
Game,1047160,40810,270,7,2012,,,
Game,8108237,188936,4320,6,2015,,,
Game,2574116,88805,1390,4,2015,,,
Hiburan,14741861,489278,4182,3,2013,,,
Game,667370,26906,202,1,2016,,,
Game,8975265,187110,2813,7,2014,,,
Komedi,1883067,92010,2441,10,2017,,,
Game,4137239,157245,2854,10,2015,,,
Komedi,5696344,226400,4726,11,2017,,,
Game,3943574,169368,1115,12,2015,,,
Game,2125048,67813,930,3,2013,,,
Game,5590240,151299,2136,6,2014,,,
Game,2020832,57103,1544,5,2015,,,
Game,1283768,29149,248,1,2012,,,
Komedi,8611465,285205,8444,2,2014,,,
Game,4944899,199115,1547,5,2015,,,
Game,2719865,125128,2162,12,2015,,,
Game,2587386,113290,3086,12,2015,,,
Game,254414,8314,55,2,2012,,,
Game,839657,17733,186,2,2012,,,
Game,2366877,71592,1107,3,2013,,,
Blog &amp; Orang,8105806,446784,28783,1,2017,,,
Game,2911169,60715,1099,9,2012,,,
Game,1003748,26000,228,12,2012,,,
Game,4049485,211244,1733,9,2015,,,
Game,3912987,68626,748,10,2012,,,
Game,13504350,328967,3741,9,2013,,,
Game,166934,5143,36,9,2011,,,
Game,1161351,23504,265,10,2012,,,
Game,692390,11488,153,1,2012,,,
Game,3592534,237908,1628,8,2015,,,
Game,5280306,318057,5101,1,2018,,,
Game,4834628,132360,1756,10,2014,,,
Game,4279746,191546,4290,1,2017,,,
Game,4009173,77658,805,10,2012,,,
Game,1126271,19953,202,2,2012,,,
Game,3946645,70870,1346,11,2012,,,
Game,8704569,251630,2168,12,2014,,,
Game,5424528,236568,15326,7,2015,,,
Game,5226764,187936,2354,7,2013,,,
Game,7453994,175755,1991,9,2013,,,
Game,5149330,233919,4122,9,2014,,,
Game,10574772,156445,3600,10,2012,,,
Game,8915983,338934,3120,9,2014,,,
Game,657996,17274,204,7,2012,,,
Game,8817693,343900,1934,9,2013,,,
Game,3820598,47190,788,5,2012,,,
Game,1212685,36922,601,3,2013,,,
Game,1624715,26435,355,4,2011,,,
Game,3175368,208169,5333,12,2017,,,
Blog &amp; Orang,1013074,37980,304,4,2016,,,
Game,3406856,130854,2817,5,2017,,,
Game,8189758,225674,2541,4,2014,,,
Game,3051699,107963,958,11,2013,,,
Game,7148710,369455,4285,9,2016,,,
Komedi,3556664,185694,1532,5,2015,,,
Game,13945867,343071,12000,6,2015,,,
Game,5824810,198421,3193,8,2015,,,
Game,5750137,163873,2016,5,2015,,,
Game,3451785,171511,1462,4,2014,,,
Game,780609,14639,216,7,2012,,,
Blog &amp; Orang,558680,24114,322,3,2016,,,
Hiburan,8993833,495636,12502,12,2016,,,
Game,10914622,274274,3111,7,2014,,,
Game,820014,18535,123,10,2011,,,
Game,2908537,117371,1950,11,2015,,,
Game,5269265,318763,3869,6,2016,,,
Game,11999834,209744,3962,9,2013,,,
Game,14147326,666693,12440,2,2016,,,
Sains &amp; Teknologi,8541512,320914,2718,5,2014,,,
Game,3543363,178479,1880,9,2015,,,
Game,12630284,430324,5201,12,2015,,,
Game,2834822,61133,807,10,2012,,,
Game,4339341,155885,2539,10,2014,,,
Hiburan,677136,30199,340,7,2012,,,
Komedi,2763683,164673,7592,9,2017,,,
Game,894075,23893,161,1,2012,,,
Komedi,6118941,323946,8296,2,2017,,,
Game,1711596,37233,456,11,2012,,,
Game,706947,13728,103,1,2012,,,
Komedi,4017892,235603,4101,10,2017,,,
Blog &amp; Orang,479322,20275,216,5,2012,,,
Game,6428672,465927,8755,9,2016,,,
Game,9096651,398402,2232,2,2014,,,
Game,2771466,105686,1958,10,2017,,,
Komedi,8879355,382980,12642,5,2017,,,
Hiburan,2792074,55448,526,1,2012,,,
Blog &amp; Orang,315143,9157,98,8,2011,,,
Game,6358587,286737,6709,10,2016,,,
Blog &amp; Orang,443468,11443,76,9,2011,,,
Game,2379047,105813,721,5,2014,,,
Game,4604741,160981,2145,6,2015,,,
Komedi,13856825,531401,11146,2,2017,,,
Game,1805793,41459,422,11,2012,,,
Game,1243243,36197,256,4,2012,,,
Game,3013627,138374,1315,5,2016,,,
Komedi,7725152,251967,3346,6,2015,,,
Game,8370069,179956,2569,12,2014,,,
Game,2558290,78200,709,11,2014,,,
Game,4860930,218899,2716,5,2015,,,
Game,959259,35123,247,8,2012,,,
Game,6376409,198266,1553,7,2014,,,
Game,1256186,33287,386,3,2016,,,
Game,8793322,176810,2814,9,2013,,,
Game,20566614,421317,6785,5,2014,,,
Game,3385576,224459,2835,7,2015,,,
Game,8328760,459621,5028,9,2016,,,
Game,1373963,38144,522,12,2012,,,
Blog &amp; Orang,3767812,170204,2629,2,2016,,,
Game,2540631,66947,1630,3,2013,,,
Game,2442211,99258,2238,8,2015,,,
Game,4327805,129038,1767,7,2014,,,
Game,7892976,374021,4520,9,2016,,,
Blog &amp; Orang,2021597,124731,1478,6,2015,,,
Game,11017190,520229,3449,1,2015,,,
Game,4526359,128797,2368,11,2013,,,
Komedi,3318981,105280,2642,10,2017,,,
Hiburan,1221816,64659,1037,9,2012,,,
Game,3857124,140348,1359,10,2013,,,
Komedi,2988611,167233,2461,7,2017,,,
Game,2051460,87248,2760,8,2015,,,
Game,559898,19719,181,9,2012,,,
Game,1048259,18440,194,11,2011,,,
Game,8457814,202527,3120,1,2014,,,
Musik,11475563,601766,9596,1,2018,,,
Game,5962308,94456,1717,7,2013,,,
