,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video
981,UCJgPnkjLwGgbzfbaeJvBlVQ,YandelVEVO,-,Music,5/12/2009,3226374,94
982,UC5IBd2yKJGMVwUwi94kmK4Q,Beleza Teen,Brazil,People & Blogs,10/16/2013,3226207,498
983,UC8L3Rrqjk6qDjJS35TGHh0w,KIDS 312,-,Education,11/18/2014,3225698,263
984,UCMx33fISkv8CqxfMIFuj9OA,VIRAL,-,Entertainment,5/22/2014,3222821,304
985,UCglYq701IltaH0Fk-z3UsSA,Top5Central,United States,Entertainment,3/6/2016,3220599,584
986,UC0vRcJh1-GQL_V4qm5F6xFw,All Def Digital,-,Entertainment,11/20/2012,3220195,2849
987,UChr1sKJ27Fr6WZxAlusbo_w,Felix von der Laden,Germany,Travel & Events,6/10/2011,3218641,3277
988,UC1ciY6kR3yj3kaKZ6R7ewAg,Infobells - Hindi,India,Education,6/6/2014,3212431,132
989,UCZpRTwgtk1H0cUAWrHZ1gzg,MoreJStu,-,People & Blogs,12/25/2011,3211379,1189
990,UCsK9VJe_zGuHQ3X8zbOWdJg,Ð ÑÑÑÐºÐ¸Ð¹ ÐÑÑÐ½Ð¸Ðº,Russian Federation,Gaming,12/29/2012,3209661,108
991,UCscIA6WB0CrHlhmD-D7_bSA,lunacreciente,Venezuela,Music,2/22/2006,3207793,1415
992,UC4FMgDeNBwQaNEaav5PjtMQ,SkizzTV,Thailand,Gaming,9/29/2012,3204564,1211
993,UCI3Mrva19d3EetUOCmygPKA,Anastasiya Shpagina,Ukraine,Howto & Style,7/30/2011,3202742,180
994,UCh0lrL3yjMsby1VP3a12COQ,JoÃ£o Guilherme Ãvila,Brazil,Music,2/19/2015,3201869,197
995,UC7eHZXheF8nVOfwB2PEslMw,ashish chanchlani vines,India,Comedy,7/6/2009,3198673,110
996,UCSJsjCiTl2lourZXnigVCoA,ThÆ¡ Nguyá»n,Viet Nam,Entertainment,3/6/2016,3197953,483
997,UCdz8GhVazLFJCBS1JgzHAyQ,ÐÐ»ÑÐ½Ð° ÐÐµÐ½ÑÐ¼,-,People & Blogs,6/2/2015,3196371,174
998,UC2el0G8cIcOOdjlHy2KOBkQ,ÐÐ°ÑÐ±Ð¾ÑÐºÐ¸Ð½Ñ,Russian Federation,Film and Animation,11/2/2011,3196096,449
999,UChcn-n6L8vYHzsqOwOubdRQ,CarlosVivesVEVO,Colombia,Music,10/30/2012,3188866,91
1000,UCd6xjtAsyhN6HfSw6lUSVMA,Melliart,United States,Entertainment,5/8/2012,3184816,44
1001,UCDVYQ4Zhbm3S2dlz7P1GBDg,NFL,-,Sports,12/14/2014,3182209,13508
1002,UC99LgIedzGD1GirhFGldfUQ,EnjoyPhoenix,France,Howto & Style,10/14/2010,3181630,604
1003,UC8VDHunXsGepRB7SSAn5r1g,Carinha de Anjo,-,People & Blogs,3/24/2016,3181004,1664
1004,UC6zhI71atP7YLoZyIyCIGNw,Dave and Ava - Nursery Rhymes and Baby Songs,United States,Education,12/4/2014,3180110,314
1005,UCc6ijhSlqKeUiyTmb996Rtg,patty dragona,-,Entertainment,10/23/2007,3178168,1010
1006,UCxytOEPP99jj8mqVGAO7haQ,MyCupcakeAddiction,Australia,Howto & Style,9/21/2011,3175364,595
1007,UCQphRgAhj5UxktrQNP3WF5g,Disney UK,-,Film and Animation,12/7/2007,3174952,1051
1008,UCuAcfy-GKYd1SPj8iEtA3Zw,Dudesons,-,Entertainment,10/5/2006,3172869,478
1009,UCFKE7WVJfvaHW5q283SxchA,Yoga With Adriene,-,Howto & Style,8/30/2012,3170576,390
1010,UCT-QobdGYczKTSuWAQbQFAA,OperaÃ§Ã£o Cinema,Brazil,Entertainment,6/23/2015,3169793,278
1011,UCnFKsbAof9fRv614I4wJX_w,MBC ÙØµØ±,Egypt,Entertainment,10/14/2012,3166420,5268
1012,UCyCyTe_1bT2aIPwG_gxbyeg,Daily Bumps,United States,People & Blogs,12/31/2012,3166155,1862
1013,UCdT7yHXJ-D7GzGiuDzDKM9w,AustinMVEVO,-,Music,9/5/2012,3164752,79
1014,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,Great-Britain,Music,11/11/2005,3163575,144
1015,UCzZ2N81E6ureM3slotgJfUw,YTITTY,-,Film and Animation,2/25/2008,3163560,372
1016,UCK1cdF6-oYMrrfPkGfXwTmQ,Alissa Violet,United States,People & Blogs,2/14/2015,3163464,30
1017,UCiDJtJKMICpb9B1qf7qjEOA,Tested,-,Science & Technology,3/8/2010,3162001,3309
1018,UCXjhJbviBl0M4JAC3cxDXqA,TeluguOne,India,Entertainment,9/9/2006,3154903,31989
1019,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,-,Music,5/12/2009,3154402,156
1020,UC2GnuulpFRtTGFNuS1LKL5g,BuzzFeedViolet,-,People & Blogs,7/22/2014,3151334,451
1021,UCKjJXmZxk1SiTUQUB28KHpw,TsMadaan,India,Howto & Style,8/30/2008,3150186,1327
1022,UC1KdVb6D5C0pJqEA8cZPL6Q,Nicole Skyes,United States,Entertainment,4/7/2007,3148507,238
1023,UCtBu8Wb2BUoduUXJS9Uss7Q,ThaiCh8 : à¸à¹à¸­à¸ 8,Thailand,Entertainment,10/17/2011,3148362,37386
1024,UCqX8hO4JWM6IJfEabbZmhUw,NightcoreReality,United States,Music,4/25/2013,3147934,301
1025,UCttUlwTvqWQXRAaTcxeG9Zg,ProjVEVO,-,Music,1/27/2014,3146484,41
1026,UCmGb2fqo-BLtMm46F3qTumw,DILLERON â Play,Ukraine,Gaming,8/17/2013,3146234,1692
1027,UCUuU7X-e2ZRNOoBG3Cy8txw,EvanTubeRAW,United States,People & Blogs,4/21/2012,3144976,350
1028,UCnM02drQP-dF7WMgtJHR4Xw,Mr. Nightmare,United States,Entertainment,8/3/2014,3141529,171
1029,UCT8z80a4ESgO2Y4qajk-iXw,cutepolish,Canada,Howto & Style,2/11/2010,3139710,428
1030,UCzpCc5n9hqiVC7HhPwcIKEg,Good Mythical MORE,United States,Entertainment,12/14/2013,3136021,921
1031,UCZdGJgHbmqQcVZaJCkqDRwg,The Q,-,People & Blogs,1/15/2017,3135712,91
1032,UC8xib1EjaAbsstncxXSUNZg,World of Dance,United States,Entertainment,1/25/2010,3134476,5538
1033,UCzmfQwPcjXGOvTLnGJQFUvA,Paulinho e Toquinho,Brazil,Entertainment,3/12/2015,3134356,733
1034,UCoyaxd5LQSuP4ChkxK0pnZQ,EA SPORTS FIFA,Great-Britain,Gaming,7/26/2009,3132395,697
1035,UCytZlLB3uBn2XFfXlN25zPg,JOOGSQUAD PPJT,United States,Entertainment,5/16/2007,3130543,895
1036,UCBFLqK7PAP9DQ3JpIrWFI7w,Pipocando,Brazil,Entertainment,12/20/2013,3127096,915
1037,UC5M_h2S8Ldoc9M6f7B-_m6A,Nickelodeon,Nederland,Entertainment,10/10/2005,3126670,2298
1038,UCLm6s42r_wCbBX0QqXNCTwg,LeFloid,Germany,Entertainment,10/14/2007,3125931,658
1039,UCAtZ8IT8JSY0W8ecOmtYOdw,ToyzCollectorHD,PerÃº,Entertainment,8/18/2009,3124805,160
1040,UCJqcphJAnsD5YDXcRFzTsOw,Luxy Hair,Canada,Howto & Style,4/18/2010,3124367,466
1041,UCXUrDDdmQHni2UTSNyIh4ag,jennxpenn,United States,Entertainment,1/15/2009,3122734,319
1042,UCMpOz2KEfkSdd5JeIJh_fxw,Shaaanxo,New-Zealand,Howto & Style,1/18/2009,3122302,1217
1043,UCi0aSU3x06FHJ2hUHgc0_Xw,Zoio Do dia,Brazil,Travel & Events,6/17/2015,3121947,168
1044,UCCvoAe__WFYMNAEN-C-CtYA,Wayne Goss,Great-Britain,Howto & Style,8/5/2008,3117106,1161
1045,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,United States,Entertainment,2/20/2012,3116273,788
1046,UCNYrK4tc5i1-eL8TXesH2pg,schmoyoho,-,Music,12/10/2006,3114985,177
1047,UC-GI5LST5T3Gw93yZxjdFaw,DORETDEPLATINE,France,Music,11/21/2012,3114606,122
1048,UCRWFSbif-RFENbBrSiez1DA,ABP NEWS,India,People & Blogs,6/1/2012,3110318,94545
1049,UCw5nIlwE0OHkNuIe1ty0lxQ,ØµØ§Ø­Ù Sa7i,-,Comedy,1/1/2012,3109645,822
1050,UCmY5lv5l2RYGOKWKGXLmGJw,GizmoSlip,United States,Science & Technology,11/13/2011,3106633,262
1051,UCGaVdbSav8xWuFWTadK6loA,vlogbrothers,-,People & Blogs,1/2/2007,3103507,1579
1052,UCu59yAFE8fM0sVNTipR4edw,Masha and The Bear,Great-Britain,Entertainment,9/17/2014,3098667,261
1053,UCYpVqLSvfseUqb2URAkexlw,KygoOfficialVEVO,-,Music,11/18/2014,3095914,36
1054,UC3djj8jS0370cu_ghKs_Ong,HooplaKidz - Official Nursery Rhymes Channel,United States,Education,5/31/2010,3095087,506
1055,UCuhwvTYFvVZjyBVXc9T7CrA,DanAndPhilGAMES,Great-Britain,Gaming,5/2/2014,3092473,228
1056,UCPtLtJEoVSzd-zMlZaluxEA,OpTic Pamaj,Canada,Gaming,10/4/2010,3088357,2092
1057,UC22TOQWJue006Lp6DB5QhDA,UberHaxorNova,United States,Gaming,4/5/2008,3088220,5502
1058,UCZq1cMuSl4V3mnJCW3uTZMQ,RosyMcMichael,United States,Howto & Style,6/11/2010,3087971,913
1059,UCshS74b7n8wVEREIqrMmlEg,Mario Ruiz,Colombia,Comedy,1/31/2013,3083861,75
1060,UCkDbLiXbx6CIRZuyW9sZK1g,Taras Kul,United States,Science & Technology,10/14/2009,3082870,840
1061,UCLRpI5yd10aJxSel3e6MlNw,gootmusic,United States,Music,9/14/2007,3082232,145
1062,UCOiFUE8BrJaAje9IlSmzCtg,Saskia's Dansschool,Nederland,Sports,6/20/2007,3077334,225
1063,UCc96wBaIMkjH2JedZ5LIO4g,EscorpiÃ³n Dorado el Chido,MÃ©xico,Comedy,5/21/2009,3076767,193
1064,UCnfUCP_4nSws4KUI4Nkdaig,Maria Venture,-,Comedy,4/19/2015,3076107,76
1065,UCQs-tWGqacJ7vuuJDtXq28w,ã­ããºã©ã¤ã³â¡Kids Line,Japan,People & Blogs,11/26/2011,3075507,2592
1066,UChq_qmwRxTMgmggitRTiIEA,Amara Que Linda,-,People & Blogs,10/9/2014,3074891,52
1067,UCKyU-wd-KY4PMOcOpPQgQcw,Televisa Telenovelas,-,Entertainment,4/3/2013,3074779,12712
1068,UCoXamg6CYWAptD93iLai2Vw,Maneirando,Brazil,Entertainment,2/6/2015,3072926,194
1069,UCmxc6kXbU1J-0pR2F3wIx9A,ConCrafter | LUCA,Germany,Entertainment,8/1/2011,3072204,2234
1070,UCoTM-vvs2hnv2mCvzNJ5uXA,Franciny Ehlke,Brazil,People & Blogs,11/22/2010,3069307,249
1071,UCLLNPuvRGKxSczJcxlOiMXg,reZigiusz,Poland,Entertainment,8/27/2012,3068352,908
1072,UC9PgszLOAWhQC6orYejcJlw,Braille Skateboarding,United States,Howto & Style,12/27/2005,3067767,3214
1073,UCR-ENZ64WL1vB8KU4YzdmTQ,Tiffany Alvord,United States,Music,4/14/2008,3065727,357
1074,UCDTtciKkf_AzXtKNUjkUEPg,Shay Mitchell,United States,Howto & Style,10/7/2011,3062314,161
1075,UC9-3c4LzdzT_HvW3Xuti9wg,Calfreezy,Great-Britain,Sports,4/19/2010,3060137,1197
1076,UCJruTcTs7Gn2Tk7YC-ENeHQ,Golden Moustache,France,Comedy,9/24/2012,3057036,269
1077,UCutXfzLC5wrV3SInT_tdY0w,Wong Fu Productions,-,Entertainment,4/25/2007,3051748,512
1078,UCZcMokfiJkKTlI4QJRMmsHw,IgÃ£o Underground,Brazil,Comedy,7/9/2015,3051534,64
1079,UCP8A8blIPLuL2kSSrhKJIhg,Le Bled'Art,France,Gaming,4/11/2014,3045201,1403
1080,UCKl5lpwNm67Sa-aPRNPCAkw,AsÃ­ O MÃ¡s FÃ¡cil,-,Howto & Style,8/18/2011,3043875,128
1081,UCmbnlwXAdGYACzvStDjquaA,Vikkstar123HD,Great-Britain,Gaming,6/1/2012,3043445,3814
1082,UClWD8su9Sk6GzZDwy9zs3_w,Tana Mongeau,United States,Comedy,5/1/2015,3041334,180
1083,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,-,Entertainment,7/17/2012,3041247,1773
1084,UCvB3solmhqtgDeLpD-yTtfg,hickok45,-,Sports,1/6/2007,3040575,1554
1085,UCes1EvRjcKU4sY_UEavndBw,ChrisFix,United States,Autos & Vehicles,7/30/2008,3038917,299
1086,UCzWQYUVCpZqtN93H8RR44Qw,Seeker,United States,Science & Technology,9/12/2012,3038090,3033
1087,UCMggu4tZ2N6SD4FebIbMDpA,St3pNy,Italy,Gaming,5/26/2010,3034660,3548
1088,UCzeB_0FNcPIyUSjL_TL5lEw,AzzyLand,Canada,Entertainment,5/8/2015,3029691,669
1089,UCNbngWUqL2eqRw12yAwcICg,Laura in the Kitchen,-,Howto & Style,1/15/2010,3029641,1290
1090,UC1LG7YDL7OLD6VvdPAmyjiA,Biel & Sthe,Brazil,Entertainment,10/9/2007,3026600,138
1091,UC2il4ZKYE7gwjoVDGAbgMbQ,TimOn ChaveS,Russian Federation,Entertainment,10/12/2013,3026204,521
1092,UCjB_adDAIxOL8GA4Y4OCt8g,MM7Games,Great-Britain,Gaming,9/14/2013,3025884,3034
1093,UCu4bj03KW4CwAsYtHSwMEsQ,Arcangel,-,Music,4/24/2015,3025634,89
1094,UCjeD2I8jwXg2l_nvXb_6Hzw,YRF Music,India,Music,4/9/2010,3021836,1055
1095,UC6gqv2Naj9JiowZgHfPstmg,HelloMaphie,United States,Howto & Style,12/6/2009,3020193,436
1096,UCiBr0bK06imaMbLc8sAEz0A,MBCentertainment,-,Entertainment,7/30/2009,3019260,55251
1097,UCYCnGi1DXHvHlffFY7pEDmQ,Minguado,Brazil,Gaming,2/21/2015,3016985,858
1098,UCs3l6DsCu9ZOXkJkvskEsrQ,Nadeshot,United States,People & Blogs,6/9/2010,3016985,1481
1099,UCdlf4s-ckOfSE-tTBeMBITg,Ema&Eric Giant Surprise,Romania,Entertainment,2/4/2013,3016614,286
1100,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,-,Music,6/23/2014,3016463,93
1101,UCCyCcRlr_NRDP-JFAhBxq1g,Lulu99,-,Entertainment,2/1/2015,3010267,118
1102,UC_yP2DpIgs5Y1uWC0T03Chw,Joueur Du Grenier,France,Gaming,9/29/2009,3010102,111
1103,UCIiBf-JbtCazHSFqXV4JgoA,Grace Helbig,-,People & Blogs,10/4/2006,3009858,780
1104,UCVoKxxQdeckWgU6DQGZCoIw,Manucraft,-,Gaming,2/22/2007,3009055,3478
1105,UCyjuFsbclXyntSRMBAILzbw,2CELLOS,Croatia,Music,10/17/2011,3008244,172
1106,UCgQRN9EO5ksPZjs7EasIftQ,#Refugio Mental,-,Entertainment,8/10/2013,3008062,228
1107,UCpcsv3Ow-8IhoUGDEfPetsQ,Venus Movies,India,Entertainment,3/15/2010,3006773,2810
1108,UCoeXcVMriL31GQGBL-c2KJg,Lizy P,-,Howto & Style,7/22/2013,3006525,266
1109,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,-,Music,3/28/2013,3006086,222
1110,UCZUrS0zDszsXI_5ir_tI3cg,windy31,-,Gaming,8/30/2012,3004054,2065
1111,UC_DptbqTndVt_Im3KkuIK5Q,KianAndJc,-,Entertainment,7/27/2014,3000135,289
1112,UC6zPzUJo8hu-5TzUk8IEC2Q,Mother Goose Club Playhouse,-,Education,2/3/2009,2999274,679
1113,UCzNhowpzT4AwyIW7Unk_B5Q,ZackScottGames,United States,Gaming,12/31/2010,2992465,8426
1114,UCMxtWuqP6Ktk1tsSZSstaug,Haryanvi Maina,India,Entertainment,5/3/2013,2991220,2869
1115,UClgevvAYKcfuthTWppKT0IQ,WatchMojo EspaÃ±ol,Canada,Entertainment,2/22/2012,2986709,725
1116,UC-4M8AN08hw39nn2v91VuMQ,CYR!L,France,Comedy,7/11/2010,2984695,597
1117,UCaTEzQ2l5uvEIVg5diys6dw,platinumrecordsmusic,United Arab Emirates,Music,9/2/2008,2983726,442
1118,UCh8qpZhEwzejZ55cajXimqQ,Ana Maria Brogui,Brazil,Howto & Style,9/17/2006,2983176,602
1119,UC3KknIJZXRygH2pZ6MDtGbg,Kids Channel - Cartoon Videos for Kids,United States,Education,7/13/2013,2983141,1807
1120,UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,United States,Science & Technology,10/20/2011,2981078,66
1121,UCK9F8nycURBsR0YlrBsu1Ag,Jingle Toons,India,Film and Animation,1/24/2013,2979959,160
1122,UCTISYi9ABujrrI1Slg3ZDBA,AbstrachujeTV,Poland,Entertainment,10/4/2012,2979009,194
1123,UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,-,Gaming,4/9/2006,2978221,31840
1124,UC-vSh8UCm0tFaLYAIXqqKLA,Kingsley,United States,Entertainment,7/4/2009,2975344,345
1125,UCZVOPJSmqPQQvaVnop13_EA,M EVERYDAY,-,People & Blogs,12/10/2016,2966996,206
1126,UCK5Q72Uyo73uRPk8PmM2A3w,Genevieve's Playhouse - Toy Learning for Kids,United States,Film and Animation,1/6/2016,2965477,388
1127,UCwtnkRZcvL4bfopzJ-Von8Q,merrelltwins,United States,Comedy,11/17/2009,2961828,346
1128,UCxmNWF8fQ4miqfGs84dFVrg,Dimitri Vegas & Like Mike,-,Music,9/10/2009,2960697,303
1129,UCiIZY89KwQkxAW-4Le7U7zg,viniccius13,Brazil,Gaming,1/18/2011,2955106,420
1130,UCe2YQ986DdKliHNvE8va4kQ,Cauet,France,Comedy,10/30/2009,2954236,3927
1131,UCzUYuC_9XdUUdrnyLii8WYg,All India Bakchod,India,Comedy,1/30/2012,2953565,148
1132,UCoZoRz4-y6r87ptDp4Jk74g,Palmashow,France,Comedy,11/9/2006,2952739,262
1133,UCgyqtNWZmIxTx3b6OxTSALw,Android Authority,-,Science & Technology,4/3/2011,2951238,3355
1134,UCKTgL5yfBJXIgRbhe4Qs1Mg,bubzbeauty,Great-Britain,Howto & Style,8/6/2007,2951088,468
1135,UCH0XvUpYcxn4V0iZGnZXMnQ,Lama FachÃ©,France,Entertainment,2/21/2016,2949856,406
1136,UCvo4dSGxJ3r0ZL6NQJIuG5Q,tophype,Russian Federation,Entertainment,6/26/2014,2949220,491
1137,UCi0LRhUrjY8tLx7GYFNSo_Q,Dyler | Ø¯Ø§ÙÙØ±,Saudi Arabia,Entertainment,12/20/2016,2948648,132
1138,UCovLyuOCfHLOPP8Jwc3aZoA,Room Factory,Ukraine,Comedy,12/28/2009,2948612,238
1139,UC1NB1xUQ8ItM5VoA4101lUQ,Scarce,United States,Entertainment,1/26/2012,2946844,1518
1140,UCZ__vn_T9SK44jcM85rnt4A,PrankInvasion,United States,Comedy,11/26/2012,2946818,34
1141,UCupvZG-5ko_eiXAupbDfxWw,CNN,-,News & Politics,10/2/2005,2944923,139709
1142,UCERVhkIYIeEdTQkQciwDN3A,ArcadeGo.com,United States,Gaming,8/2/2012,2944435,8638
1143,UCIJLyikcHCUCUmlm0MHcaPw,Stuu,-,Entertainment,10/5/2011,2941559,1011
1144,UCG9nVSLp4nQlW79sY5ihRrg,Desi Perkins,United States,Howto & Style,8/17/2013,2939467,267
1145,UCGFNp4Pialo9wjT9Bo8wECA,FutParÃ³dias,Brazil,Sports,12/29/2016,2938196,121
1146,UCsvazPPlhZlch0-Z3wPByeg,TeamFourStar,United States,Comedy,5/26/2008,2935177,277
1147,UCsgv2QHkT2ljEixyulzOnUQ,AngryJoeShow,-,Gaming,10/3/2008,2932519,1180
1148,UCDx2-SCLzDaC4vlh2PCGYQA,Jove,Russian Federation,Gaming,1/6/2009,2932101,2784
1149,UC87V8rZPwCmQUP2ug5ND-TA,Paula StephÃ¢nia,Brazil,People & Blogs,5/28/2014,2931647,152
1150,UC9PEibgWOqZ-1I1JdxRmr6g,Walk off the Earth,Canada,Music,7/30/2008,2927037,164
1151,UC25XKx8xjNHgODq7gggZQ_Q,Paperpop,-,Howto & Style,12/6/2012,2926605,116
1152,UCChX88lCd7o1buiqdWdME-Q,Tirullipa Show,Brazil,Entertainment,3/12/2013,2925808,184
1153,UCfNWN9s_s8kRTCadk04WWJA,TBJZL,Great-Britain,Gaming,11/16/2011,2924836,807
1154,UC84t25xqhPEPpGY7NBZJ_eA,Antena 3,EspaÃ±a,Entertainment,3/11/2006,2921752,16838
1155,UCFYMDSW-BzeYZKFSxROw3Rg,The Living Tombstone,United States,Music,5/21/2011,2921107,183
1156,UCO-9Uf_aIFZ2mJF4ws8wOgQ,Jana Taffarel,Brazil,Howto & Style,6/27/2012,2919028,953
1157,UCtKf_mQKvfiPvpxyKBVWBoQ,LifeAccordingToJimmy,-,Comedy,11/24/2011,2919004,273
1158,UCzTtkLZFy6wqD4SsA9_fTtw,Krazyrayray,-,Howto & Style,2/16/2009,2916965,331
1159,UCs-6sCz2LJm1PrWQN4ErsPw,Esporte Interativo,Brazil,Sports,10/30/2009,2916090,24388
1160,UC36MGPfPwOWafAXauiV4LdA,TmarTn2,United States,Gaming,8/22/2010,2915863,8346
1161,UCqJ5zFEED1hWs0KNQCQuYdQ,Mikecrack,-,Gaming,7/13/2015,2914120,974
1162,UCSH7DIh3q-iMH_OdysUi8nQ,Jc Caylen,-,Entertainment,9/13/2010,2913289,119
1163,UCepq9z9ovYGxhNrvf6VMSjg,CinnamonToastKen,United States,Comedy,2/27/2011,2912225,2406
1164,UCdZX-aGH3AcJT_bQQyx6ZAA,XboxAddictionz,United States,Gaming,8/18/2011,2912094,265
1165,UCWrtsravWX0ANhHiJXNlyXw,TheSamTsui,-,Music,8/14/2011,2911603,206
1166,UCLF-kfM8ZxHQ9lW_lpu_thw,Toy Trains 4u,Great-Britain,Entertainment,3/25/2007,2907716,2547
1167,UCi_V-NWe_nqsj5AlT3SIN_g,Dumb Genius,United States,Comedy,5/10/2013,2907460,541
1168,UCAkZ7bimIU9m7wT6Th0FcEw,NiinaSecrets,Brazil,Howto & Style,6/25/2010,2903787,1068
1169,UCQzdMyuz0Lf4zo4uGcEujFw,GameofThrones,-,Film and Animation,9/29/2007,2901532,906
1170,UCAA2DI1N8trZoeo-46hEiCg,Fran MG,Argentina,Gaming,7/3/2013,2899798,1778
1171,UCAeFhampgxy4JRtIDHU9pcA,YourHealth,India,Howto & Style,7/13/2016,2898793,216
1172,UCv1xjGi8KibuoOK8StRFCWg,Cracks,-,Sports,8/7/2015,2895874,783
1173,UCgGrarbCLJIImS-sVr8SnkA,Sarinha,EspaÃ±a,Gaming,11/14/2010,2895566,2941
1174,UC5Ti4_DVp7LW34PjEwB13Xg,Morphle TV,United States,Entertainment,12/15/2011,2892496,338
1175,UCXF15hEQI7y1hpoZK4cZDEQ,KN Channel,Viet Nam,Entertainment,11/23/2014,2890594,363
1176,UCHcDpS0TXITVs0ZrBSIsEsA,Lokdhun Punjabi,India,Music,12/27/2010,2890526,1294
1177,UCno-YPZ8BiLrN0Wbl8qICFA,markcrilley,-,Howto & Style,11/4/2006,2890136,668
1178,UC8xDSf5LRGwEf5v9iH6xrwg,Domo and Crissy,United States,Comedy,1/25/2016,2887474,191
1179,UC3aXiHo2w_6Qjilt9YmbcMA,DramaFever,-,Entertainment,11/8/2007,2885990,7281
1180,UChntGq8THlUokhc1tT-M2wA,Zerkaa,Great-Britain,People & Blogs,12/6/2009,2885723,1520
1181,UCbulh9WdLtEXiooRcYK7SWw,MetallicaTV,-,Music,1/30/2007,2882162,1237
1182,UCz0Qnv6KczUe3NH1wnpmqhA,Nicole Guerriero,-,People & Blogs,11/27/2006,2881518,595
1183,UC5hVaZlIDCmnfq8vC30r-sA,fedfeclip,Thailand,Entertainment,10/27/2011,2880647,377
1184,UCrd7UM5OBtB0n1zl41qwCUw,EugeneSagaz,-,Gaming,4/1/2014,2877643,1068
1185,UC0oXyLIKxh1kCP3wLv4G6mQ,Jacob Sartorius,United States,Music,4/24/2014,2877638,36
1186,UCAhe-slHtLFlWEHWKKmIvdg,Nah Cardoso,Brazil,People & Blogs,3/11/2013,2877567,297
1187,UCucot-Zp428OwkyRm2I7v2Q,James Charles,United States,Entertainment,12/1/2015,2877362,101
1188,UCN8S4CqMRy6tVKVXvs7Bzeg,Wow Kidz,India,Entertainment,6/27/2015,2875213,3322
1189,UCdmGjywrxeOPfC7vDllmSgQ,TecMundo,Brazil,Science & Technology,10/20/2006,2873679,5317
1190,UC61Kri0Zm18ROcYMOn-Bf4A,MixReynold,Brazil,Entertainment,9/7/2010,2871097,216
1191,UC_976xMxPgzIa290Hqtk-9g,Walt Disney Animation Studios,-,Film and Animation,3/25/2008,2869199,333
1192,UCrv1Jwqqo_Xc7iJiwTGi5mg,Baby Ariel,United States,Film and Animation,6/22/2015,2867851,149
1193,UCwWhs_6x42TyRM4Wstoq8HA,The Daily Show with Trevor Noah,United States,Comedy,5/26/2016,2864061,565
1194,UCTNtRdBAiZtHP9w7JinzfUg,SonyMusicSouthVEVO,-,Music,7/14/2014,2863949,3352
1195,UC64guZp8DXzqrIQ5OPedviw,HoomanTV,United States,Entertainment,5/24/2014,2862895,80
1196,UCOjEHmBKwdS7joWpW0VrXkg,21 Savage,United States,Music,2/9/2014,2862390,74
1197,UCXdYATEcQDVlMdUs7THtzXA,kev,-,Comedy,7/27/2006,2861991,63
1198,UCNYsIqBwQyhnNDVf7SXJV9w,Exploring With Josh,-,Entertainment,8/19/2013,2860180,421
1199,UCsO0lSoNYaJOnohwldccOqw,VocÃª Sabia PLUS,Brazil,Entertainment,4/10/2014,2854890,215
1200,UCIQPHl1WKKTt9KkWyo_JNig,INCRÃVEL,Brazil,People & Blogs,6/20/2017,2853765,656
1201,UCU0nCk_dDYf2PavgLbfgihQ,FootballTricksOnline - Tu Club,-,Sports,7/16/2013,2853619,375
1202,UCxWaUjAzfRXCCp9D5IHa27A,SUPEReeeGO,United States,Comedy,1/4/2008,2853044,296
1203,UCqDSCRoc_2AZdkIePgoxWYg,italo matheus,Brazil,Gaming,6/2/2012,2851795,4148
1204,UCiUD999gJatED2zPVRRHDGw,Biollo,Brazil,Music,9/9/2011,2846426,112
1205,UCBbl9TWafqQcPfsdG32t--A,Sophia Grace,Great-Britain,People & Blogs,9/15/2011,2845014,94
1206,UC9oqS4pLIQrrgJy_uBZq55Q,Ø­ÙÙ Ø§ÙØ¹Ø§ÙÙ !Ø,Saudi Arabia,Film and Animation,12/30/2015,2844231,1026
1207,UCTCJ5s6fft7WsnPD4avg9Xg,TAEEXZENFIRE,Thailand,Gaming,11/12/2014,2842919,1126
1208,UCG6QEHCBfWZOnv7UVxappyw,DubstepGutter,Romania,Music,1/25/2011,2842327,859
1209,UCc-2P5tCezbxegb7gxp6EXg,HobbyKidsTV,United States,Entertainment,5/22/2013,2840151,2600
1210,UCg4nOl7_gtStrLwF0_xoV0A,SeikinTV,Japan,Comedy,1/29/2012,2839343,1471
1211,UCz_yk8mDSAnxJq0ar66L4sw,RobTopGames,-,Gaming,5/9/2012,2838908,31
1212,UCFu2moE2kAMkd5TxfE6fTVg,FitDance Life,-,Music,1/11/2016,2837871,236
1213,UCXdLsO-b4Xjf0f9xtD_YHzg,ELLO,Russian Federation,Music,11/19/2005,2837474,7853
1214,UCbrd1vu4_7qIE6IPV_dA-OA,GENIAL,-,Howto & Style,6/1/2017,2836389,597
1215,UC_DVkYrg5uDDEjLHx4bStig,Nikol CrazyFamily,United States,People & Blogs,4/29/2015,2836070,642
1216,UCJLCmVUYSbyMGtB2pHOi_QQ,Andrea Russett,United States,Entertainment,7/27/2008,2832963,374
