,channel_id,channel_name,country,genre_channel,join_date,subscriber,total_video
742,UC_pwIXKXNm5KGhdEVzmY60A,CJENMMUSIC Official,"Korea, Republic of",Music,3/25/2011,3897394,4461
743,UC5zSySQab9SA6Wz569WDgqw,Ingrid Nilsen,-,Howto & Style,10/24/2009,3894302,639
744,UCPcFg7aBbaVzXoIKSNqwaww,jacksfilms,United States,Comedy,6/27/2006,3892728,987
745,UCWwqHwqLSrdWMgp5DZG5Dzg,Troom Troom,United States,Howto & Style,9/12/2015,3886957,503
746,UCkDF5-NG0jlPwt0PTzgBM2A,Creepypastas Everywhere,-,Entertainment,8/3/2013,3877213,390
747,UCHeLSUsUm_i036m2cBDz-vg,versusbattleru,Russian Federation,Entertainment,6/23/2013,3875135,186
748,UCBMxQPhfM6nkhQ8vPfQhkCg,ThreadBanger,-,Howto & Style,3/2/2007,3874556,882
749,UC6VcWc1rAoWdBCM0JxrRQ3A,Rockstar Games,-,Gaming,2/17/2006,3874275,240
750,UCY26xU0-avwTJ6F6TzUZVEw,DreamWorksTV,-,Film and Animation,9/18/2006,3867990,3550
751,UCQjh-JVPNWfY-KsZS3RgRHw,Clevver News,-,Entertainment,5/30/2010,3866695,15496
752,UCkrKW1_u0O8qSc3xsLoRHew,Funk Bros,United States,Entertainment,11/10/2015,3860737,560
753,UCMtFAi84ehTSYSE9XoHefig,The Late Show with Stephen Colbert,-,Entertainment,5/27/2015,3853539,3483
754,UC7Gf2tZ8coTX2ckTPgn62iQ,DisneyJuniorUK,-,Entertainment,7/7/2010,3846546,1811
755,UC-DUrA-h7-s_C57ECJ1BFPA,Coby Persin,United States,Comedy,10/8/2010,3844159,81
756,UCuVIWETFdxzwlHEHMbhm2_w,Zangado,Brazil,Gaming,5/11/2006,3844122,1128
757,UC3q2YwNGj7ktNf70PqMW72g,Toy Genie Surprises,-,Entertainment,5/21/2014,3842922,1869
758,UCPXyQxTXhWeKJ2Nf6ywzCjw,Tanner Braungardt,United States,People & Blogs,9/1/2011,3840570,680
759,UChLN0bJgq6d15OK2HVB4YTg,SIS vs BRO,Canada,Entertainment,3/3/2016,3840486,191
760,UCgNa58UD6RXkbxgcwwRUtWg,DOSEofFOUSEY,United States,People & Blogs,1/29/2014,3835534,546
761,UCdAt_KUKt0g9ZRQ7gwKaN3A,Ranz Kyle,Philippines,People & Blogs,4/27/2008,3832236,177
762,UCkxctb0jr8vwa4Do6c6su0Q,LetsPlay,United States,Gaming,1/11/2006,3831143,1908
763,UCe3I9BAVCzf9oACYU1EtrxA,FallOutBoyVEVO,-,Music,5/12/2009,3829051,166
764,UCn8-zZ07JDofg2jmOo_X9Qg,HaAshVEVO,-,Music,10/15/2009,3823677,129
765,UCiMhD4jzUqG-IgPzUmmytRQ,Queen Official,-,Music,7/7/2008,3823243,697
766,UCQ-YJstgVdAiCT52TiBWDbg,ChrisMD,Jersey,Entertainment,7/6/2010,3822203,397
767,UCQinRuAywuE2gH20gBBv1Mg,PelucheEn ElEstuche,MÃ©xico,Entertainment,4/3/2014,3822116,247
768,UCAQ7PeJwX2F6_odruI6iqrg,KAYCEE & RACHEL in WONDERLAND,Philippines,Entertainment,1/20/2016,3820615,198
769,UC4qk9TtGhBKCkoWz5qGJcGg,Tati,-,Howto & Style,11/8/2010,3820261,1282
770,UCmDalaHBMDjFT65eYI50ZzQ,FunSurprisingToys,United States,Entertainment,5/24/2015,3818383,125
771,UC4plRabXFGdAE6HP-tBQKdQ,HEARTROCKER,Thailand,Gaming,12/3/2012,3815928,1065
772,UCqmugCqELzhIMNYnsjScXXw,Vsauce2,United States,Science & Technology,12/7/2010,3814214,332
773,UC14UlmYlSNiQCBe9Eookf_A,FC Barcelona,EspaÃ±a,Sports,2/6/2006,3807214,6877
774,UCFHtCB_FWXQ8GpjgfYcD8-g,Passenger,Great-Britain,Music,12/5/2006,3804835,176
775,UCFFUY0PCOH3CieBjbZd5suw,GunVsGun,Canada,Entertainment,11/29/2010,3799039,277
776,UCoaWFCFBDCXS030uimjZAkw,TheGamingLemon,Great-Britain,Gaming,6/29/2011,3790574,652
777,UCywhnhPP3dAw7huG_y0hdEg,Brandon Rogers,-,Comedy,1/7/2006,3790478,158
778,UCPFVhmjjSkFhfstm2LghZIg,TheAngryGrandpaShow,-,Entertainment,6/19/2010,3789314,628
779,UChQa782WS-BaptyVDgRUyuA,Vilhena,Brazil,Entertainment,11/6/2011,3782145,975
780,UCB9_VH_CNbbH4GfKu8qh63w,ScrewAttack!,United States,Entertainment,3/14/2006,3782113,4952
781,UCXgfQbfVvYA9G9-Jb9cBSYg,MysticGotJokes,-,Comedy,10/19/2011,3778302,438
782,UCQePza1iaabD4VRPDSuS5eQ,BaixaMemoria,Brazil,Gaming,2/19/2012,3770570,1824
783,UCPVGUnnNyf_FWLE0cLmphEA,Patry Jordan,-,Howto & Style,8/25/2010,3770553,450
784,UC37PFGlxWgx4tU6SlhPCdCw,whatever,United States,Comedy,9/30/2005,3765141,175
785,UCr8RbU-D7iSvpy0ZO-AasoQ,INNA,Romania,Music,5/19/2009,3752437,716
786,UChYwYTzrhfxPfJPFWRlYwUg,DEL Records,United States,Music,1/30/2009,3746661,1996
787,UCRNmk0RhyeoHOgcB5xxgqBw,NEXT9NEWS à¤¹à¤° à¤à¤¬à¤° à¤à¤ª à¤¤à¤,India,Entertainment,6/10/2014,3736584,54457
788,UC4a-Gbdw7vOaccHmFo40b9g,Khan Academy,-,Education,11/17/2006,3729209,6853
789,UC1oPBUWifc0QOOY8DEKhLuQ,avex,Japan,Music,9/4/2008,3728049,8625
790,UCpZ_DI-ZugwMzXcqccaTVsg,Dagi Bee,Germany,Howto & Style,6/17/2012,3720444,458
791,UCI4hPnUgXDCx1ebNDaM8_5Q,SimoneSimariaVEVO,-,Music,6/6/2016,3720387,21
792,UCnv5OYcsDh1sR7SXuILq2wQ,mateiformiga,Brazil,Entertainment,7/22/2012,3719759,957
793,UCLe_kjXzRP_0opzw-BXiQxw,XtremeGamez,Australia,Entertainment,5/21/2014,3718904,168
794,UC8Q1gJfcRy5HKweJJb35gyQ,MBC THE VOICE KIDS,-,Entertainment,2/17/2015,3718216,302
795,UCSOiCD_QJnfDU-jlBDaPxfQ,DavidParody,Canada,Entertainment,10/17/2009,3716452,629
796,UC6MtPHJ6axc8iXPmHYLqC-A,Fran para meninas,Brazil,Entertainment,9/23/2012,3715662,1294
797,UCXIyz409s7bNWVcM-vjfdVA,Majestic Casual,United States,Music,4/28/2012,3711677,1699
798,UCtdyg85rwF9bPlz3ON6izFw,TheShooterCoC,-,Entertainment,4/16/2013,3710957,129
799,UCm3Y5mfuO7pf3SXQILf3Obg,Clevver TeVe,-,Entertainment,7/19/2011,3709177,5543
800,UCh7EqOZt7EvO2osuKbIlpGg,Lachlan,Australia,Gaming,3/19/2013,3707510,2801
801,UCT80pRmuw_PIw_5HrqL9HPQ,Los Juguetes de Titi,-,Entertainment,5/29/2015,3707178,971
802,UCzTlXb7ivVzuFlugVCv3Kvg,LDShadowLady,Great-Britain,Gaming,1/9/2010,3701854,1038
803,UC-fouMSM9Zot3x8Hw2_Y5yw,Adam Saleh Vlogs,United States,People & Blogs,7/28/2012,3701757,1571
804,UCrIIH7yHQugaUuoTZDoEUuQ,Tanya Burr,Great-Britain,Howto & Style,10/16/2009,3699088,482
805,UC3bO1qGcFovPqFEa-mg4EyA,Timothy DeLaGhetto,-,Entertainment,9/29/2006,3697768,500
806,UCKL5hAuzgFQsyrsQKgU0Qng,GMA Network,Philippines,Entertainment,11/20/2006,3697400,57246
807,UCLXo7UDZvByw2ixzpQCufnA,Vox,-,News & Politics,3/4/2014,3696776,771
808,UCrCkLipGria4UloMpvNil5g,Erika Costell,United States,People & Blogs,3/6/2014,3691210,244
809,UCajrNVKvG2xVlVcSr3GcsDA,Telemundo,-,Entertainment,1/3/2007,3689689,13962
810,UCBRFlde39a2U4nAkmGqJwAQ,Flo Rida,-,Music,10/29/2007,3681569,105
811,UCS9Lijwamx03o16qbx2gEjw,SilentoVEVO,-,Music,5/4/2015,3681482,14
812,UC7wseMScXyaEP7ubWutNZmQ,D4rkFrame,Portugal,Entertainment,6/20/2013,3678573,366
813,UCttspZesZIDEwwpVIgoZtWQ,IndiaTV,India,News & Politics,8/26/2006,3676160,114039
814,UC-3QwnB0mefZMnPjAqOyNkg,d7oomy_999 | Ø¯Ø­ÙÙÙÙ©Ù©Ù©,Saudi Arabia,Gaming,12/23/2008,3676058,835
815,UCGIY_O-8vW4rfX98KlMkvRg,Nintendo,-,Gaming,12/27/2005,3674741,2617
816,UC0rDDvHM7u_7aWgAojSXl1Q,DaveHax,Great-Britain,Howto & Style,6/8/2012,3671528,312
817,UC_ItCy-BTDCULPpDPlieUKA,GamingWithJen,United States,Gaming,11/28/2012,3667715,257
818,UCKcGZgLvLdgD1o3dh7JadkA,theDOMINICshow,-,Comedy,1/31/2010,3666546,230
819,UCu4X846OSea5YU6S8fIpy1A,BigDawsTv,United States,Comedy,6/20/2012,3663916,183
820,UCn60JhgE6OijFx-UTVOGSQg,Cronosplays,Brazil,Gaming,4/4/2012,3661720,2135
821,UCJxv80y78XTCUqfiplmDyRw,Tri-line,-,Entertainment,8/15/2012,3661270,404
822,UCzE4rHZD7TdxGqfMzVT_p2w,ThatcherJoeVlogs,Great-Britain,Entertainment,1/13/2013,3654986,563
823,UCgvqvBoSHB1ctlyyhoHrGwQ,Amixem,France,Comedy,11/9/2012,3654837,386
824,UCV1JuyDF9Re3HyXFGeqnC7Q,JesseAndMike,United States,Entertainment,4/29/2007,3654202,363
825,UCcHR0RvLYk33ppkjBw3UaEA,Mari Maria,-,Entertainment,9/17/2014,3648595,350
826,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,United States,News & Politics,12/21/2005,3641450,31888
827,UCp5tDWMJWnzmNlwurP-pDLw,Marisolpink,MÃ©xico,Howto & Style,12/16/2006,3639770,279
828,UC5V4HHKqo9-0eQ-Lhjc7C0Q,MoreWolfie,United States,Comedy,6/1/2016,3638364,480
829,UCXbQzhqSvgVZTUyi1T4AU3w,Lauren Curtis,Australia,Howto & Style,8/31/2011,3637371,328
830,UC-b89a0Fw6pNoP-g-_qLeiw,Ð¡ÑÐµÐ½Ð´ÑÐº,-,Entertainment,4/26/2010,3636208,202
831,UCw_T-wN5D_NbfwFp4ztQvBA,ApeCrime,Germany,Entertainment,2/16/2011,3629044,645
832,UCC-uu-OqgYEx52KYQ-nJLRw,Prestige Clips,Australia,Gaming,12/20/2011,3621283,514
833,UCXTAdFsBmxNK3_c8MUvSviQ,Christen Dominique,United States,Howto & Style,2/3/2009,3614135,261
834,UC8v4vz_n2rys6Yxpj8LuOBA,KathleenLights,United States,Howto & Style,1/26/2013,3609363,740
835,UCGA_iwc3t5I1dVFff54wYGA,TheSaudiReporters | Ø³Ø¹ÙØ¯Ù Ø±ÙØ¨ÙØ±ØªØ±Ø²,Saudi Arabia,Comedy,4/10/2010,3604211,146
836,UC4IMfO_--bwBaNgWeoLxAgg,PlayHard,Brazil,Gaming,1/15/2014,3602907,991
837,UCTOSI18KyJSZWouZM5kADvg,Mariana Nolasco,Brazil,Music,12/20/2011,3601835,134
838,UCbiqjDZeuczOizyzJ4Sp8fQ,bytarifa,EspaÃ±a,Entertainment,11/9/2014,3591220,90
839,UCd534c_ehOvrLVL2v7Nl61w,Muselk,-,Gaming,1/13/2012,3590812,1014
840,UCgoxyzvouZM-tCgsYzrYtyg,Nisha Madhulika,India,Howto & Style,8/2/2009,3589861,1256
841,UCT-_4GqC-yLY1xtTHhwY0hA,PONY Syndrome,"Korea, Republic of",Howto & Style,2/12/2015,3588734,74
842,UCYzp8-P162Em-3uZnCuGJOg,Games EduUu,Brazil,Gaming,9/10/2011,3588213,712
843,UCMz7JFeTmiO2oJgtmYhpUmQ,McJuggerNuggets,United States,Entertainment,12/10/2006,3586904,1555
844,UCx2tsANnhacjiqisNmPnl-Q,Spok,Brazil,Gaming,4/13/2012,3574598,3275
845,UCKcQ7Jo2VAGHiPMfDwzeRUw,ChuChuTV Surprise Eggs Toys,India,Education,3/24/2015,3565624,80
846,UCUl-2o1dLbH_GCoU_B_1tsg,Luan Palomera,MÃ©xico,Entertainment,12/31/2011,3561418,632
847,UCp-_AjOrkH5Xq9Km8T7voMg,OfficialCKanVEVO,-,Music,1/28/2013,3553204,170
848,UCvM1hVcRJmVWDtATYarC0KA,How To Cake It,Canada,Howto & Style,1/31/2015,3548559,235
849,UCdZwMpK-iWqCos46xPscDeg,SA Wardega,-,Entertainment,1/30/2012,3544984,51
850,UCJ6kxrH8SKz9BiSJ--xeh1A,CloeCouture,United States,Howto & Style,1/24/2011,3541924,265
851,UCi7TVXyvrIwqeS9tfYD8UDA,DjMaRiiO,EspaÃ±a,Gaming,12/10/2009,3541278,1804
852,UC5QA3ePozxshgdIbYafT_fA,LittleLizard & TinyTurtle Adventures,Ireland,Gaming,6/7/2012,3541200,2904
853,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,Great-Britain,Entertainment,5/21/2006,3540355,1472
854,UC11PvrGPzo6Y7Zc6-e9cAKg,DramaAlert,United States,News & Politics,6/16/2014,3538355,811
855,UC7rVvFP90pl7tAtPsVIhfww,Bhad Bhabie,United States,Music,1/31/2017,3538029,53
856,UCnrG75VRwdlp2wtwfpOCBRQ,Sanam,India,Music,8/2/2012,3535497,92
857,UCqwxMqUcL-XC3D9-fTP93Mg,LIL UZI VERT,-,People & Blogs,2/16/2014,3523142,74
858,UCYtaoJSk9iIrFxx8eZB15ag,Robin Hood Gamer,Brazil,Gaming,5/17/2014,3522905,2080
859,UCrDAFagvWYuScZMzqs-OslA,Simon Desue,Germany,Entertainment,7/2/2009,3522524,427
860,UCaRH3rDr3K3CEfhVqu5mgUQ,Team Edge,United States,Comedy,9/8/2015,3521089,380
861,UCQX3VesYEzs8I-ELH0_Wi5A,Pagode da Ofensa na Web!,Brazil,Comedy,6/21/2013,3517851,104
862,UC56D-IHcUvLVFTX_8NpQMXg,MrBrent98,-,Entertainment,8/1/2009,3516463,227
863,UCNApqoVYJbYSrni4YsbXzyQ,Aditya Music,India,Music,5/1/2008,3516318,13627
864,UCK3inMNRNAVUleEbpDU1k2g,SEB,France,Comedy,11/25/2011,3507057,111
865,UCl5hl5HIQqets-5iHhgrqOw,Learn Colors Baby,United States,Entertainment,5/2/2017,3506685,36
866,UCef29bYGgUSoJjVkqhcAPkw,David Dobrik Too,United States,People & Blogs,8/31/2016,3504044,54
867,UCt_4wzTQqmcUvemNkeO0plA,Ei Nerd,Brazil,Entertainment,11/29/2013,3500863,901
868,UC3zVeAaoPEN1Tu25dW3G2Ig,Sonotek,India,Music,1/11/2011,3499165,8102
869,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,Philippines,News & Politics,10/22/2009,3495440,66968
870,UCbVwJCxsVbmaP1PFmbGQDeQ,MK MUSIC,Brazil,Music,1/18/2010,3494030,2752
871,UCpDzpaUTbIkdjkCZ9pmfMrA,Coffi Channel,Russian Federation,Gaming,6/23/2014,3493719,2028
872,UCAOtE1V7Ots4DjM8JLlrYgg,Peppa Pig - Official Channel,United States,Film and Animation,10/9/2013,3490462,174
873,UCwmFOfFuvRPI112vR5DNnrA,Vsauce3,United States,Science & Technology,12/24/2010,3490368,160
874,UCe7VVljK2G15Bdxfr-xQoMw,Hueva,-,Gaming,1/1/2012,3487037,440
875,UCTP5z0kFg6-nPcZ79gTC67Q,GMM25Thailand,Thailand,Entertainment,6/8/2011,3485036,10985
876,UCIWDs20QFcudiSe8LWQAAVQ,YAPYAP,Turkey,Entertainment,11/25/2013,3481305,1907
877,UCadtap8RYMNy8w4K9lXhzpQ,Barbie,-,Entertainment,10/8/2005,3475663,4501
878,UCF2oW5-MO8dB6ul9WH9xi0A,blndsundoll4mj,-,People & Blogs,1/4/2007,3470025,2005
879,UCgO5cJ4sL1um054gGYusjiA,LEGENDA FUNK,Brazil,Music,5/11/2013,3467673,2655
880,UCJM0ZIGPX2pad8IzopUkbIg,videogames,United States,Gaming,4/12/2006,3460453,2290
881,UCxLpKibphYqXrXpxAnR8MfA,MondoMedia,United States,Film and Animation,1/22/2007,3456298,1502
882,UCOgUcv_9DaivXzsN9mcHIzQ,TGFbro,Great-Britain,Comedy,5/23/2012,3455919,356
883,UCvQzqiZc4RXGODrIbSwMseQ,Gustavo ParÃ³dias,Brazil,Comedy,4/3/2014,3451851,113
884,UCXooz9whNJZBRTHi9AqdjPw,Gusttavo Lima Oficial,Brazil,Music,11/9/2010,3449541,223
885,UCdLGCJcIGu5ExzYN6CXtkIw,Kaykai Salaider,-,Comedy,1/24/2011,3448974,116
886,UC1KbedtKa3d5dleFR6OjQMg,alpha m.,United States,Howto & Style,7/6/2008,3446485,759
887,UChXnu0HBydqedqhnClp0rJg,TygaVEVO,-,Music,3/1/2010,3440643,119
888,UCU7uY3wCPh9j39KXzOpqNaw,Julio Cocielo,Brazil,Entertainment,9/28/2014,3437578,23
889,UCDHQbU57NZilrhbuZNbQcRA,PatrickStarrr,-,Howto & Style,2/27/2013,3435956,241
890,UCSZ69a-0I1RRdNssyttBFcA,ÐÑÐ¸ÑÐ¸Ð°Ð»ÑÐ½ÑÐ¹ ÐºÐ°Ð½Ð°Ð» ÐÐÐ,Russian Federation,Comedy,11/26/2005,3428282,6968
891,UCUR_q3i5yONr9BghspQzqyg,The Voice Thailand,Thailand,Entertainment,9/3/2012,3426069,1904
892,UCl0Vpub9kTgBhGwGFd0rdfw,GlitterForever17,United States,Howto & Style,5/21/2011,3425788,540
893,UCWACD_NdQo00BhutSXMKa-w,Leroy Sanchez,-,Music,1/4/2007,3424355,143
894,UCdySspSHtlMprXVzdjaG9uw,Ð¯ÑÐ¸Ðº ÐÐ°Ð¿Ð°,Ukraine,Gaming,6/18/2013,3422490,887
895,UCq1JpGFxcZTbbOAz010U-og,Ð¢ÑÑÐ¼ Ð¢ÑÑÐ¼,Russian Federation,Howto & Style,10/12/2015,3422450,501
896,UC-BRUJOtblqGrftY6oRcOZw,Blowek,Poland,Entertainment,4/13/2011,3420333,1074
897,UCLrxBkebCjcomgUjOTwpPfg,WIIFEROIZ,Brazil,Comedy,4/22/2014,3417349,1514
898,UChoQQRDf-zU1h6_YjKkWvdw,Ben Phillips,Great-Britain,Entertainment,9/4/2014,3415450,442
899,UCQi67q4kGdmnJaRzX81uK5g,YG ENTERTAINMENT,"Korea, Republic of",Music,1/18/2008,3415076,398
900,UC7GEkU7y5RRD5BLWiZKDeFg,Celso Portiolli,Brazil,Entertainment,3/1/2016,3411106,87
901,UCMgQwzHQrefJYo5GTIvhV0w,howtoPRANKitup,United States,Howto & Style,8/28/2013,3410361,197
902,UCintIUOJEktQBfhEI9XXpuw,Telugu Filmnagar,India,Entertainment,2/11/2011,3408156,18317
903,UC5ezaYrzZpyItPSRG27MLpg,POPS Kids,Viet Nam,Music,1/14/2014,3404676,4341
904,UCOhtMAg7xh8wv_wUHMgFc-Q,PostMaloneVEVO,-,Music,9/30/2014,3399483,11
905,UCB6p9lMfq6rczdFStOJ1eNA,MoonKase,Brazil,Gaming,1/30/2012,3399276,2274
906,UCR_Te2bbmsrqvYlAmkgA2sA,Lucas Castel :D,-,Entertainment,2/13/2012,3396102,174
907,UCbgtuRStKI_5ACSjubSTUPA,BasicallyIDoWrk,-,Gaming,9/14/2011,3394944,747
908,UCgrsF4TYwmrV0QsXb8AoeHQ,Dr. Sandra Lee (aka Dr. Pimple Popper),United States,Education,10/20/2010,3391982,1020
909,UCiZJtnTQunvoY0xgv-Ce_rg,NTN Vlogs,Viet Nam,Entertainment,5/4/2016,3390120,272
910,UCsP7Bpw36J666Fct5M8u-ZA,How To Cook That,Australia,Howto & Style,4/16/2011,3388711,355
911,UCBX7808epqhZVxNlzXeMlMQ,Luis Mariz,Brazil,Comedy,3/29/2014,3386752,91
912,UC9MlhVnLZ9DuazKD81Rjudw,Kronno Zomber,-,Music,10/19/2011,3378823,192
913,UCrSgaO6xOY8YV1EoCbD51HA,MessYourself,Great-Britain,Gaming,6/3/2011,3377964,629
914,UCfk5MMR4k6ulPmvvzkGe5kg,Treta News,Brazil,People & Blogs,12/26/2015,3372827,557
915,UCX1xppLvuj03ubLio8jslyA,HikakinGames,Japan,Gaming,8/17/2013,3370637,1343
916,UCunw-c0EKIX5LpPo8GpA2Aw,elcarteldesantatv,-,Music,11/27/2008,3368810,226
917,UCZDVr0SsuSUYiq9hAOfoIfw,jvnq,Brazil,Gaming,4/5/2010,3367815,3944
918,UCaDY8WjYWy36bnt0RVzSklw,Tipsy Bartender,United States,Howto & Style,11/2/2010,3365305,1549
919,UCNJcSUSzUeFm8W9P7UUlSeQ,The Viral Fever,India,Entertainment,3/14/2011,3359923,223
920,UCFcM0GoHEl6vNBdff0jBHDw,ANDY,France,Comedy,3/27/2013,3358163,46
921,UCEHf6KUY7Zw7hlXQ7hDemwQ,TmarTn,-,Gaming,5/2/2010,3358110,2511
922,UCeTzt8EPd5KZn6ZYH07eUSA,superkian13,-,Film and Animation,6/5/2010,3350631,31
923,UC2IDkGu61j_mwNJOc54Sb5w,BERTH OH!,-,People & Blogs,1/19/2015,3350367,216
924,UCWi_65E_L8tQZ34C6wVAlpQ,Venus,India,Music,9/22/2005,3349353,3968
925,UC0rzsIrAxF4kCsALP6J2EsA,Raditya Dika,Indonesia,People & Blogs,6/29/2007,3342902,677
926,UCnQBjLBbZ6TXMwM_D_iaXjQ,Ð®ÑÐ¸Ð¹ Ð¥Ð¾Ð²Ð°Ð½ÑÐºÐ¸Ð¹,Russian Federation,Comedy,9/22/2011,3341821,744
927,UCoookXUzPciGrEZEXmh4Jjg,Sesame Street,United States,Entertainment,1/16/2006,3340799,2460
928,UCYenDLnIHsoqQ6smwKXQ7Hg,#Mind Warehouse,-,Education,8/10/2013,3339828,215
929,UC4XR0EZ0oHwSV2XhhShzX5A,CrazyFrogVEVO,-,Music,5/12/2009,3338024,12
930,UCBxs6sUSOJ3UUATAi4rp30w,Ricky Dillon,United States,Comedy,1/17/2009,3334823,438
931,UCxWkNmkeAL52VTJyBlIJRXw,Teremok TV,-,Entertainment,5/24/2012,3334554,2872
932,UCX71z-68tW3Pk5TW6EPKQgg,Julienco,Germany,Entertainment,7/27/2014,3331668,268
933,UCjmAh2qxmvWdH3xNPbg0IUQ,FunToysMedia,United States,Education,7/12/2015,3329602,253
934,UChlO3V1jOxk5qOXHNxiLqyw,Miku,MÃ©xico,Entertainment,3/24/2012,3325208,262
935,UCGdPm5Aq081vVD7ih9jZf6Q,FactTechz,India,Entertainment,7/24/2016,3325074,119
936,UCGwu0nbY2wSkW8N-cghnLpA,Jaiden Animations,United States,Film and Animation,2/17/2014,3320256,70
937,UC2C_jShtL725hvbm1arSV9w,CGP Grey,Great-Britain,Education,8/12/2010,3318708,120
938,UCRglkxcwiH3jrORNAvMPGKQ,Hi Gorgeous,United States,People & Blogs,8/23/2006,3315450,399
939,UC2p6VaUJuqkT_enILbnwtJA,FUNNY TOONS,United States,Film and Animation,7/18/2006,3313725,21
940,UC4MBNNxjyabOfYxKC1whveg,1Kilo Oficial,Brazil,Music,4/16/2016,3312083,77
941,UCzzbaQY1nPim5yroAjtXRTw,issa twaimz,-,Entertainment,8/6/2013,3309775,68
942,UC4pxiz_9Ok-B4jiKBVYLODg,Fer0m0nas,Portugal,Gaming,10/17/2011,3305676,3561
943,UC9SVhrnsGxWwiBRWT9c7Ozw,RoomieOfficial,Great-Britain,Music,7/25/2010,3300347,142
944,UCBMvWaA97BAegvJ_Hz6Vwuw,Yo Mama,United States,Film and Animation,9/18/2005,3299570,604
945,UC21wUP_bie85msUyT3eJnew,Xafurdaria,Brazil,Entertainment,12/10/2012,3298923,485
946,UCsaKxIA9snv1Wrh_sw1DFvg,The Voice Kids,Germany,Entertainment,4/8/2013,3296633,402
947,UCL6elrBEeem5rIvSLUhxzzQ,Monark,Brazil,Gaming,10/29/2009,3295599,1720
948,UCnmaW_YVh9iJAFVOsLR7W2w,Camila Coelho,Brazil,People & Blogs,6/15/2010,3295123,513
949,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music,Nederland,Music,8/30/2006,3290065,10630
950,UCFpD-o5sN0cSk8pgZSGLJ4g,BlackStarTV,Russian Federation,Music,3/24/2008,3284726,167
951,UCzYfz8uibvnB7Yc1LjePi4g,Aphmau,United States,Gaming,8/13/2012,3283963,2426
952,UCCCysu6ecuB4TFqzkyxLJaA,MattyBVlogs,-,Entertainment,6/27/2011,3281889,375
953,UCeUYwh-WiIoG47ECQvQxKsA,TuTiTuTV,Israel,Education,7/26/2010,3281862,593
954,UCP9tAErY_RlX4RFKssE4ogg,NoahJ456,United States,Gaming,2/11/2010,3280755,2543
955,UC7Lu-ONZhIM_lvKnZn0F19Q,Kafalar,Turkey,Entertainment,12/26/2014,3280369,216
956,UCynv8OUVfeUlcqkhNtrjgMQ,HappyTown - LeTSPLaySHiK,Russian Federation,Gaming,5/27/2011,3280079,1695
957,UC06E4Y_-ybJgBUMtXx8uNNw,TheBackyardScientist,United States,Science & Technology,4/1/2013,3278367,126
958,UCTpwJfKOMcaGOrVdccjnbQQ,TrÃ© Melvin,United States,Comedy,10/9/2011,3276853,166
959,UCOfSEIUbEcOCMGPGyMPv4fg,Naiara Azevedo,Brazil,Music,3/26/2011,3275340,113
960,UCe2ba_7LwQdNK5BKFSLm41Q,Tessa Brooks,-,Music,9/11/2011,3273063,147
961,UCzNWVDZQ55bjq8uILZ7_wyQ,FRESH Movie Trailers,United States,Entertainment,6/27/2011,3271738,6637
962,UCHAx8o0jj-8L_sqR5QM1Cwg,La FÃªnix,Brazil,Entertainment,9/1/2010,3263089,900
963,UCD-aXv7CMezGSTfxmKAD6Ag,iPantellas,Italy,Entertainment,8/28/2009,3261149,270
964,UCI4fHQkguBNW3SwTqmehzjw,DALLMYD,United States,Sports,2/1/2011,3258671,381
965,UChX2haJZZJOtIIrdqLPvQWA,RemexMusic,-,Music,9/20/2010,3258419,873
966,UCZfId64U0uXqaSsAQCsp7Qg,Evelyn Regly,Brazil,Howto & Style,8/7/2006,3256564,710
967,UCORIeT1hk6tYBuntEXsguLg,PostmodernJukebox,United States,Music,12/25/2008,3253881,291
968,UCR1EMxu9anmg7DhJBxNUbsA,Aspyn Ovard,-,Howto & Style,8/29/2010,3252923,236
969,UCbOCbp5gXL8jigIBZLqMPrw,HarryStylesVEVO,-,Music,3/31/2017,3252564,14
970,UCsXGvLPTWXAOt8WrjiBCLGg,Julia Silva,Brazil,Entertainment,8/6/2007,3252063,1151
971,UCgESfl93BM2y85abdt8BcZw,ElSmosh,-,Comedy,7/6/2011,3248352,882
972,UCoqCOvZxkz2HMOC6vXkXBAQ,Carol e Vitoria Oficial,Brazil,Music,7/14/2015,3247281,135
973,UC7IcJI8PUf5Z3zKxnZvTBog,The School of Life,-,Education,5/18/2010,3246792,580
974,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,United States,News & Politics,8/7/2006,3239995,41281
975,UCfFNt5jFllayrlJgv2X8j3g,Mariale SinPatuque,MÃ©xico,People & Blogs,1/2/2011,3238728,1047
976,UC5-gWZXAQqSGVfPHkA7NRiQ,Bebe Rexha,-,Music,10/2/2008,3236942,37
977,UCm3C3OSgcyzaTBXrNRupB3Q,Le Woop,France,Comedy,2/4/2014,3235139,144
978,UCBINYCmwE29fBXCpUI8DgTA,MostAmazingTop10,Canada,Education,12/19/2014,3233137,1697
979,UCU4dLZPpj0hRF-P4x4snO9g,Los mejores Top 10,-,Entertainment,5/13/2015,3231088,369
980,UCmmG1PC3Mtyx1KHJfJVGIpQ,SKabeche,-,Entertainment,2/18/2014,3229898,96
